#Step       Time (ps)  Kinetic (Eh)    Potential (Eh)        Total (Eh)     Temp. (K)    Restraint (Eh)
 4165          0.4165    0.12620218      -15.65659408      -15.53039190        312.56        0.00000000
 4166          0.4166    0.12348647      -15.65674766      -15.53326119        305.83        0.00000000
 4167          0.4167    0.12238594      -15.65692199      -15.53453605        303.11        0.00000000
 4168          0.4168    0.14940691      -15.65695589      -15.50754897        370.03        0.00000000
 4169          0.4169    0.12143996      -15.65708362      -15.53564366        300.77        0.00000000
 4170          0.4170    0.10824389      -15.65708333      -15.54883944        268.08        0.00000000
 4171          0.4171    0.12178368      -15.65673823      -15.53495455        301.62        0.00000000
 4172          0.4172    0.11569083      -15.65665498      -15.54096415        286.53        0.00000000
 4173          0.4173    0.11885914      -15.65649908      -15.53763994        294.37        0.00000000
 4174          0.4174    0.10205139      -15.65619694      -15.55414555        252.75        0.00000000
 4175          0.4175    0.11381731      -15.65601199      -15.54219467        281.89        0.00000000
 4176          0.4176    0.12882803      -15.65625836      -15.52743034        319.06        0.00000000
 4177          0.4177    0.10555140      -15.65646728      -15.55091588        261.42        0.00000000
 4178          0.4178    0.13491586      -15.65681421      -15.52189835        334.14        0.00000000
 4179          0.4179    0.11360770      -15.65681138      -15.54320368        281.37        0.00000000
 4180          0.4180    0.13498013      -15.65714929      -15.52216915        334.30        0.00000000
 4181          0.4181    0.12384557      -15.65719451      -15.53334894        306.72        0.00000000
 4182          0.4182    0.12234427      -15.65733145      -15.53498717        303.01        0.00000000
 4183          0.4183    0.11287383      -15.65687521      -15.54400138        279.55        0.00000000
 4184          0.4184    0.11961837      -15.65675252      -15.53713415        296.25        0.00000000
 4185          0.4185    0.13770362      -15.65716707      -15.51946345        341.05        0.00000000
 4186          0.4186    0.11483315      -15.65725421      -15.54242106        284.40        0.00000000
 4187          0.4187    0.12459069      -15.65699451      -15.53240381        308.57        0.00000000
 4188          0.4188    0.12119854      -15.65719561      -15.53599707        300.17        0.00000000
 4189          0.4189    0.12594231      -15.65739736      -15.53145506        311.92        0.00000000
 4190          0.4190    0.11927920      -15.65665736      -15.53737816        295.41        0.00000000
 4191          0.4191    0.13038254      -15.65610002      -15.52571749        322.91        0.00000000
 4192          0.4192    0.11238151      -15.65653426      -15.54415275        278.33        0.00000000
 4193          0.4193    0.10270418      -15.65641597      -15.55371180        254.36        0.00000000
 4194          0.4194    0.14266282      -15.65640996      -15.51374714        353.33        0.00000000
 4195          0.4195    0.15003146      -15.65631319      -15.50628173        371.58        0.00000000
 4196          0.4196    0.13125184      -15.65602096      -15.52476911        325.07        0.00000000
 4197          0.4197    0.13410006      -15.65596253      -15.52186247        332.12        0.00000000
 4198          0.4198    0.13447109      -15.65529011      -15.52081902        333.04        0.00000000
 4199          0.4199    0.11486121      -15.65477576      -15.53991455        284.47        0.00000000
 4200          0.4200    0.11863649      -15.65485276      -15.53621627        293.82        0.00000000
 4201          0.4201    0.12289597      -15.65523354      -15.53233757        304.37        0.00000000
 4202          0.4202    0.11879755      -15.65552575      -15.53672819        294.22        0.00000000
 4203          0.4203    0.11001155      -15.65571456      -15.54570301        272.46        0.00000000
 4204          0.4204    0.11205882      -15.65555426      -15.54349543        277.53        0.00000000
 4205          0.4205    0.11431244      -15.65489171      -15.54057928        283.11        0.00000000
 4206          0.4206    0.13168903      -15.65420890      -15.52251987        326.15        0.00000000
 4207          0.4207    0.10943993      -15.65369609      -15.54425616        271.05        0.00000000
 4208          0.4208    0.12456175      -15.65428875      -15.52972700        308.50        0.00000000
 4209          0.4209    0.12355127      -15.65418959      -15.53063832        306.00        0.00000000
 4210          0.4210    0.12199424      -15.65384214      -15.53184790        302.14        0.00000000
 4211          0.4211    0.12653063      -15.65343140      -15.52690077        313.37        0.00000000
 4212          0.4212    0.10604598      -15.65412589      -15.54807991        262.64        0.00000000
 4213          0.4213    0.12408242      -15.65448629      -15.53040386        307.31        0.00000000
 4214          0.4214    0.10689856      -15.65438584      -15.54748729        264.75        0.00000000
 4215          0.4215    0.11442196      -15.65476630      -15.54034434        283.39        0.00000000
 4216          0.4216    0.12625412      -15.65490672      -15.52865260        312.69        0.00000000
 4217          0.4217    0.14084235      -15.65396614      -15.51312379        348.82        0.00000000
 4218          0.4218    0.11601616      -15.65441273      -15.53839657        287.33        0.00000000
 4219          0.4219    0.10190548      -15.65423926      -15.55233377        252.39        0.00000000
 4220          0.4220    0.10863627      -15.65375438      -15.54511812        269.06        0.00000000
 4221          0.4221    0.10891577      -15.65385215      -15.54493637        269.75        0.00000000
 4222          0.4222    0.13547143      -15.65350187      -15.51803044        335.52        0.00000000
 4223          0.4223    0.13073289      -15.65379656      -15.52306367        323.78        0.00000000
 4224          0.4224    0.10430310      -15.65372589      -15.54942280        258.32        0.00000000
 4225          0.4225    0.10003597      -15.65397134      -15.55393537        247.76        0.00000000
 4226          0.4226    0.12502149      -15.65389039      -15.52886890        309.64        0.00000000
 4227          0.4227    0.12286363      -15.65391672      -15.53105309        304.29        0.00000000
 4228          0.4228    0.11268502      -15.65431195      -15.54162693        279.08        0.00000000
 4229          0.4229    0.12312645      -15.65408020      -15.53095375        304.94        0.00000000
 4230          0.4230    0.11990959      -15.65454365      -15.53463406        296.98        0.00000000
 4231          0.4231    0.10716549      -15.65483069      -15.54766520        265.41        0.00000000
 4232          0.4232    0.12555841      -15.65445669      -15.52889828        310.97        0.00000000
 4233          0.4233    0.10615451      -15.65488326      -15.54872876        262.91        0.00000000
 4234          0.4234    0.11597691      -15.65516968      -15.53919277        287.24        0.00000000
 4235          0.4235    0.13215714      -15.65517925      -15.52302211        327.31        0.00000000
 4236          0.4236    0.15185402      -15.65565887      -15.50380486        376.09        0.00000000
 4237          0.4237    0.11820379      -15.65521330      -15.53700951        292.75        0.00000000
 4238          0.4238    0.13569041      -15.65510243      -15.51941202        336.06        0.00000000
 4239          0.4239    0.11326503      -15.65436206      -15.54109703        280.52        0.00000000
 4240          0.4240    0.11728542      -15.65441746      -15.53713204        290.48        0.00000000
 4241          0.4241    0.11748649      -15.65455723      -15.53707074        290.97        0.00000000
 4242          0.4242    0.11987815      -15.65517172      -15.53529356        296.90        0.00000000
 4243          0.4243    0.11763523      -15.65497232      -15.53733709        291.34        0.00000000
 4244          0.4244    0.12848203      -15.65570164      -15.52721961        318.21        0.00000000
 4245          0.4245    0.12414775      -15.65534114      -15.53119340        307.47        0.00000000
 4246          0.4246    0.12333113      -15.65517436      -15.53184323        305.45        0.00000000
 4247          0.4247    0.12077479      -15.65576732      -15.53499253        299.12        0.00000000
 4248          0.4248    0.12149793      -15.65567295      -15.53417502        300.91        0.00000000
 4249          0.4249    0.12931445      -15.65504959      -15.52573514        320.27        0.00000000
 4250          0.4250    0.15046128      -15.65488140      -15.50442012        372.64        0.00000000
 4251          0.4251    0.12642909      -15.65527029      -15.52884120        313.12        0.00000000
 4252          0.4252    0.13339124      -15.65541811      -15.52202687        330.37        0.00000000
 4253          0.4253    0.13158031      -15.65534215      -15.52376184        325.88        0.00000000
 4254          0.4254    0.11349913      -15.65455138      -15.54105224        281.10        0.00000000
 4255          0.4255    0.14024068      -15.65475621      -15.51451553        347.33        0.00000000
 4256          0.4256    0.10058984      -15.65508638      -15.55449655        249.13        0.00000000
 4257          0.4257    0.12045392      -15.65519469      -15.53474077        298.32        0.00000000
 4258          0.4258    0.12937471      -15.65475308      -15.52537837        320.42        0.00000000
 4259          0.4259    0.12418043      -15.65509854      -15.53091811        307.55        0.00000000
 4260          0.4260    0.11984820      -15.65490852      -15.53506032        296.82        0.00000000
 4261          0.4261    0.11717411      -15.65555873      -15.53838462        290.20        0.00000000
 4262          0.4262    0.12470051      -15.65491827      -15.53021776        308.84        0.00000000
 4263          0.4263    0.13427505      -15.65462993      -15.52035489        332.55        0.00000000
 4264          0.4264    0.11000772      -15.65429847      -15.54429075        272.45        0.00000000
 4265          0.4265    0.11767518      -15.65447909      -15.53680391        291.44        0.00000000
 4266          0.4266    0.12532596      -15.65434226      -15.52901630        310.39        0.00000000
 4267          0.4267    0.12220040      -15.65432152      -15.53212112        302.65        0.00000000
 4268          0.4268    0.13239365      -15.65397749      -15.52158384        327.89        0.00000000
 4269          0.4269    0.11494052      -15.65451770      -15.53957717        284.67        0.00000000
 4270          0.4270    0.12200199      -15.65454059      -15.53253860        302.16        0.00000000
 4271          0.4271    0.11524321      -15.65462227      -15.53937906        285.42        0.00000000
 4272          0.4272    0.11402915      -15.65461760      -15.54058845        282.41        0.00000000
 4273          0.4273    0.13486759      -15.65496624      -15.52009865        334.02        0.00000000
 4274          0.4274    0.13974363      -15.65543272      -15.51568909        346.10        0.00000000
 4275          0.4275    0.12098635      -15.65541136      -15.53442501        299.64        0.00000000
 4276          0.4276    0.11885119      -15.65521462      -15.53636343        294.35        0.00000000
 4277          0.4277    0.11703881      -15.65573360      -15.53869479        289.87        0.00000000
 4278          0.4278    0.11742571      -15.65558267      -15.53815696        290.82        0.00000000
 4279          0.4279    0.12268748      -15.65573808      -15.53305060        303.86        0.00000000
 4280          0.4280    0.12196572      -15.65558975      -15.53362403        302.07        0.00000000
 4281          0.4281    0.10919157      -15.65549764      -15.54630607        270.43        0.00000000
 4282          0.4282    0.10811890      -15.65540282      -15.54728393        267.77        0.00000000
 4283          0.4283    0.13502760      -15.65583318      -15.52080558        334.42        0.00000000
 4284          0.4284    0.09948055      -15.65587609      -15.55639554        246.38        0.00000000
 4285          0.4285    0.12460218      -15.65597032      -15.53136815        308.60        0.00000000
 4286          0.4286    0.13451389      -15.65546047      -15.52094657        333.15        0.00000000
 4287          0.4287    0.11667346      -15.65529923      -15.53862578        288.96        0.00000000
 4288          0.4288    0.12486260      -15.65509811      -15.53023551        309.24        0.00000000
 4289          0.4289    0.13216528      -15.65542814      -15.52326286        327.33        0.00000000
 4290          0.4290    0.12932226      -15.65552713      -15.52620486        320.29        0.00000000
 4291          0.4291    0.10501057      -15.65548060      -15.55047003        260.08        0.00000000
 4292          0.4292    0.12873923      -15.65480298      -15.52606376        318.84        0.00000000
 4293          0.4293    0.12389468      -15.65468167      -15.53078699        306.85        0.00000000
 4294          0.4294    0.12981884      -15.65478317      -15.52496433        321.52        0.00000000
 4295          0.4295    0.11405112      -15.65446799      -15.54041687        282.47        0.00000000
 4296          0.4296    0.11149303      -15.65456277      -15.54306974        276.13        0.00000000
 4297          0.4297    0.12803952      -15.65467470      -15.52663518        317.11        0.00000000
 4298          0.4298    0.12196795      -15.65458677      -15.53261882        302.07        0.00000000
 4299          0.4299    0.11613426      -15.65477096      -15.53863670        287.63        0.00000000
 4300          0.4300    0.10017635      -15.65493203      -15.55475568        248.10        0.00000000
 4301          0.4301    0.11599336      -15.65466016      -15.53866680        287.28        0.00000000
 4302          0.4302    0.12510933      -15.65490308      -15.52979375        309.85        0.00000000
 4303          0.4303    0.11757495      -15.65496476      -15.53738981        291.19        0.00000000
 4304          0.4304    0.12256135      -15.65472395      -15.53216259        303.54        0.00000000
 4305          0.4305    0.12050841      -15.65530588      -15.53479747        298.46        0.00000000
 4306          0.4306    0.10617624      -15.65513285      -15.54895661        262.96        0.00000000
 4307          0.4307    0.11117761      -15.65480990      -15.54363229        275.35        0.00000000
 4308          0.4308    0.12063670      -15.65502495      -15.53438825        298.78        0.00000000
 4309          0.4309    0.12233327      -15.65470878      -15.53237551        302.98        0.00000000
 4310          0.4310    0.11361621      -15.65434159      -15.54072539        281.39        0.00000000
 4311          0.4311    0.14093903      -15.65483858      -15.51389955        349.06        0.00000000
 4312          0.4312    0.11434141      -15.65553450      -15.54119309        283.19        0.00000000
 4313          0.4313    0.12440252      -15.65613571      -15.53173319        308.10        0.00000000
 4314          0.4314    0.11732079      -15.65622315      -15.53890237        290.56        0.00000000
 4315          0.4315    0.13329691      -15.65645209      -15.52315519        330.13        0.00000000
 4316          0.4316    0.12228159      -15.65580270      -15.53352112        302.85        0.00000000
 4317          0.4317    0.12693187      -15.65573539      -15.52880352        314.37        0.00000000
 4318          0.4318    0.13010976      -15.65557633      -15.52546657        322.24        0.00000000
 4319          0.4319    0.12864287      -15.65602271      -15.52737984        318.61        0.00000000
 4320          0.4320    0.10738891      -15.65618076      -15.54879186        265.97        0.00000000
 4321          0.4321    0.14020281      -15.65592613      -15.51572332        347.24        0.00000000
 4322          0.4322    0.10915188      -15.65496125      -15.54580937        270.33        0.00000000
 4323          0.4323    0.13830961      -15.65558582      -15.51727621        342.55        0.00000000
 4324          0.4324    0.11897156      -15.65532041      -15.53634885        294.65        0.00000000
 4325          0.4325    0.12599549      -15.65532678      -15.52933129        312.05        0.00000000
 4326          0.4326    0.11220263      -15.65497497      -15.54277234        277.89        0.00000000
 4327          0.4327    0.13555369      -15.65463025      -15.51907656        335.72        0.00000000
 4328          0.4328    0.12981010      -15.65470979      -15.52489969        321.50        0.00000000
 4329          0.4329    0.13496340      -15.65435774      -15.51939434        334.26        0.00000000
 4330          0.4330    0.12170434      -15.65451806      -15.53281372        301.42        0.00000000
 4331          0.4331    0.12323437      -15.65545356      -15.53221919        305.21        0.00000000
 4332          0.4332    0.10796439      -15.65506620      -15.54710181        267.39        0.00000000
 4333          0.4333    0.11481352      -15.65477517      -15.53996166        284.35        0.00000000
 4334          0.4334    0.12325024      -15.65505197      -15.53180174        305.25        0.00000000
 4335          0.4335    0.12225352      -15.65473745      -15.53248393        302.78        0.00000000
 4336          0.4336    0.12168452      -15.65481106      -15.53312655        301.37        0.00000000
 4337          0.4337    0.11472338      -15.65464212      -15.53991874        284.13        0.00000000
 4338          0.4338    0.11081007      -15.65485295      -15.54404288        274.44        0.00000000
 4339          0.4339    0.10225146      -15.65484137      -15.55258991        253.24        0.00000000
 4340          0.4340    0.11946216      -15.65509388      -15.53563172        295.87        0.00000000
 4341          0.4341    0.11305315      -15.65566656      -15.54261341        279.99        0.00000000
 4342          0.4342    0.14079353      -15.65573576      -15.51494222        348.70        0.00000000
 4343          0.4343    0.13759242      -15.65525108      -15.51765867        340.77        0.00000000
 4344          0.4344    0.12972605      -15.65572993      -15.52600388        321.29        0.00000000
 4345          0.4345    0.15515037      -15.65607984      -15.50092948        384.26        0.00000000
 4346          0.4346    0.11183946      -15.65545520      -15.54361574        276.99        0.00000000
 4347          0.4347    0.11621570      -15.65553942      -15.53932372        287.83        0.00000000
 4348          0.4348    0.12334052      -15.65540800      -15.53206748        305.47        0.00000000
 4349          0.4349    0.11678648      -15.65582582      -15.53903934        289.24        0.00000000
 4350          0.4350    0.12850961      -15.65562868      -15.52711906        318.28        0.00000000
 4351          0.4351    0.11265954      -15.65524641      -15.54258687        279.02        0.00000000
 4352          0.4352    0.11918654      -15.65513510      -15.53594856        295.19        0.00000000
 4353          0.4353    0.11407159      -15.65477009      -15.54069849        282.52        0.00000000
 4354          0.4354    0.11275783      -15.65501296      -15.54225513        279.26        0.00000000
 4355          0.4355    0.11151316      -15.65473786      -15.54322470        276.18        0.00000000
 4356          0.4356    0.12919910      -15.65411629      -15.52491718        319.98        0.00000000
 4357          0.4357    0.13124106      -15.65417798      -15.52293692        325.04        0.00000000
 4358          0.4358    0.14239247      -15.65390904      -15.51151657        352.66        0.00000000
 4359          0.4359    0.13085292      -15.65347331      -15.52262039        324.08        0.00000000
 4360          0.4360    0.13281918      -15.65380965      -15.52099048        328.95        0.00000000
 4361          0.4361    0.12755715      -15.65316143      -15.52560427        315.92        0.00000000
 4362          0.4362    0.12184607      -15.65372965      -15.53188357        301.77        0.00000000
 4363          0.4363    0.12459170      -15.65334867      -15.52875697        308.57        0.00000000
 4364          0.4364    0.10316209      -15.65344240      -15.55028030        255.50        0.00000000
 4365          0.4365    0.13633897      -15.65443224      -15.51809327        337.67        0.00000000
 4366          0.4366    0.11856919      -15.65386183      -15.53529263        293.66        0.00000000
 4367          0.4367    0.12389819      -15.65423408      -15.53033589        306.85        0.00000000
 4368          0.4368    0.11371698      -15.65394382      -15.54022684        281.64        0.00000000
 4369          0.4369    0.12002798      -15.65332351      -15.53329553        297.27        0.00000000
 4370          0.4370    0.12582800      -15.65370340      -15.52787541        311.63        0.00000000
 4371          0.4371    0.12289457      -15.65361907      -15.53072450        304.37        0.00000000
 4372          0.4372    0.11752882      -15.65396835      -15.53643953        291.08        0.00000000
 4373          0.4373    0.11818099      -15.65452664      -15.53634565        292.69        0.00000000
 4374          0.4374    0.10953048      -15.65441065      -15.54488018        271.27        0.00000000
 4375          0.4375    0.12762760      -15.65392017      -15.52629257        316.09        0.00000000
 4376          0.4376    0.12987629      -15.65359217      -15.52371588        321.66        0.00000000
 4377          0.4377    0.11339292      -15.65357508      -15.54018216        280.84        0.00000000
 4378          0.4378    0.10905003      -15.65370367      -15.54465364        270.08        0.00000000
 4379          0.4379    0.13922707      -15.65402005      -15.51479298        344.82        0.00000000
 4380          0.4380    0.13782548      -15.65378475      -15.51595927        341.35        0.00000000
 4381          0.4381    0.12444647      -15.65454404      -15.53009757        308.21        0.00000000
 4382          0.4382    0.12119792      -15.65480690      -15.53360898        300.17        0.00000000
 4383          0.4383    0.12342757      -15.65560677      -15.53217920        305.69        0.00000000
 4384          0.4384    0.13077648      -15.65607179      -15.52529531        323.89        0.00000000
 4385          0.4385    0.12325615      -15.65588767      -15.53263152        305.26        0.00000000
 4386          0.4386    0.11724085      -15.65610943      -15.53886858        290.37        0.00000000
 4387          0.4387    0.13113083      -15.65592313      -15.52479230        324.77        0.00000000
 4388          0.4388    0.11252426      -15.65539010      -15.54286583        278.69        0.00000000
 4389          0.4389    0.10458048      -15.65542580      -15.55084531        259.01        0.00000000
 4390          0.4390    0.11608485      -15.65526774      -15.53918289        287.50        0.00000000
 4391          0.4391    0.10520049      -15.65547440      -15.55027391        260.55        0.00000000
 4392          0.4392    0.13684437      -15.65541555      -15.51857118        338.92        0.00000000
 4393          0.4393    0.13279990      -15.65537802      -15.52257812        328.90        0.00000000
 4394          0.4394    0.12801909      -15.65550121      -15.52748212        317.06        0.00000000
 4395          0.4395    0.14008813      -15.65505849      -15.51497036        346.95        0.00000000
 4396          0.4396    0.11897828      -15.65557580      -15.53659752        294.67        0.00000000
 4397          0.4397    0.11848240      -15.65561590      -15.53713351        293.44        0.00000000
 4398          0.4398    0.09875834      -15.65594570      -15.55718737        244.59        0.00000000
 4399          0.4399    0.12745174      -15.65612103      -15.52866929        315.66        0.00000000
 4400          0.4400    0.11872891      -15.65595531      -15.53722640        294.05        0.00000000
 4401          0.4401    0.12910479      -15.65647229      -15.52736750        319.75        0.00000000
 4402          0.4402    0.10603999      -15.65638755      -15.55034755        262.63        0.00000000
 4403          0.4403    0.12512768      -15.65647057      -15.53134289        309.90        0.00000000
 4404          0.4404    0.12420062      -15.65676244      -15.53256183        307.60        0.00000000
 4405          0.4405    0.11820974      -15.65727995      -15.53907021        292.77        0.00000000
 4406          0.4406    0.13380587      -15.65730858      -15.52350271        331.39        0.00000000
 4407          0.4407    0.12343530      -15.65669065      -15.53325535        305.71        0.00000000
 4408          0.4408    0.11517982      -15.65682109      -15.54164126        285.26        0.00000000
 4409          0.4409    0.11248724      -15.65644309      -15.54395585        278.59        0.00000000
 4410          0.4410    0.11014156      -15.65560616      -15.54546461        272.78        0.00000000
 4411          0.4411    0.12405861      -15.65552166      -15.53146305        307.25        0.00000000
 4412          0.4412    0.13087300      -15.65531154      -15.52443854        324.13        0.00000000
 4413          0.4413    0.12353579      -15.65549020      -15.53195442        305.96        0.00000000
 4414          0.4414    0.12948086      -15.65519550      -15.52571464        320.68        0.00000000
 4415          0.4415    0.11942142      -15.65495440      -15.53553297        295.77        0.00000000
 4416          0.4416    0.10735794      -15.65435619      -15.54699825        265.89        0.00000000
 4417          0.4417    0.10190127      -15.65485758      -15.55295631        252.38        0.00000000
 4418          0.4418    0.14047760      -15.65536164      -15.51488404        347.92        0.00000000
 4419          0.4419    0.11931816      -15.65523589      -15.53591772        295.51        0.00000000
 4420          0.4420    0.12386845      -15.65548671      -15.53161826        306.78        0.00000000
 4421          0.4421    0.12450247      -15.65583577      -15.53133331        308.35        0.00000000
 4422          0.4422    0.10291403      -15.65554131      -15.55262728        254.88        0.00000000
 4423          0.4423    0.11767860      -15.65534572      -15.53766712        291.45        0.00000000
 4424          0.4424    0.12671479      -15.65540813      -15.52869334        313.83        0.00000000
 4425          0.4425    0.11628539      -15.65553963      -15.53925424        288.00        0.00000000
 4426          0.4426    0.10919766      -15.65557880      -15.54638113        270.45        0.00000000
 4427          0.4427    0.10860101      -15.65535440      -15.54675339        268.97        0.00000000
 4428          0.4428    0.11225245      -15.65530392      -15.54305147        278.01        0.00000000
 4429          0.4429    0.11028338      -15.65560501      -15.54532162        273.14        0.00000000
 4430          0.4430    0.11343384      -15.65561954      -15.54218570        280.94        0.00000000
 4431          0.4431    0.12797371      -15.65577158      -15.52779788        316.95        0.00000000
 4432          0.4432    0.12518316      -15.65614140      -15.53095824        310.04        0.00000000
 4433          0.4433    0.14624952      -15.65632669      -15.51007717        362.21        0.00000000
 4434          0.4434    0.11554695      -15.65601435      -15.54046740        286.17        0.00000000
 4435          0.4435    0.10301933      -15.65624197      -15.55322263        255.14        0.00000000
 4436          0.4436    0.11044414      -15.65654138      -15.54609724        273.53        0.00000000
 4437          0.4437    0.14285965      -15.65698426      -15.51412461        353.82        0.00000000
 4438          0.4438    0.12264562      -15.65664840      -15.53400278        303.75        0.00000000
 4439          0.4439    0.09458059      -15.65632526      -15.56174468        234.24        0.00000000
 4440          0.4440    0.12286502      -15.65602623      -15.53316122        304.30        0.00000000
 4441          0.4441    0.12171751      -15.65560827      -15.53389076        301.45        0.00000000
 4442          0.4442    0.11256758      -15.65549978      -15.54293220        278.79        0.00000000
 4443          0.4443    0.12316287      -15.65565632      -15.53249345        305.03        0.00000000
 4444          0.4444    0.12455334      -15.65630221      -15.53174887        308.48        0.00000000
 4445          0.4445    0.13429805      -15.65586719      -15.52156913        332.61        0.00000000
 4446          0.4446    0.11541454      -15.65591055      -15.54049601        285.84        0.00000000
 4447          0.4447    0.11255520      -15.65572716      -15.54317196        278.76        0.00000000
 4448          0.4448    0.11525762      -15.65625943      -15.54100181        285.45        0.00000000
 4449          0.4449    0.11422176      -15.65604528      -15.54182351        282.89        0.00000000
 4450          0.4450    0.12322381      -15.65654702      -15.53332321        305.18        0.00000000
 4451          0.4451    0.09643072      -15.65666122      -15.56023050        238.83        0.00000000
 4452          0.4452    0.13457851      -15.65691075      -15.52233224        333.31        0.00000000
 4453          0.4453    0.13050071      -15.65650826      -15.52600755        323.21        0.00000000
 4454          0.4454    0.12668584      -15.65617603      -15.52949019        313.76        0.00000000
 4455          0.4455    0.12229943      -15.65669217      -15.53439273        302.89        0.00000000
 4456          0.4456    0.11087652      -15.65654240      -15.54566588        274.60        0.00000000
 4457          0.4457    0.14077557      -15.65712027      -15.51634469        348.65        0.00000000
 4458          0.4458    0.13471372      -15.65731050      -15.52259677        333.64        0.00000000
 4459          0.4459    0.11310642      -15.65753744      -15.54443102        280.13        0.00000000
 4460          0.4460    0.12793415      -15.65791550      -15.52998135        316.85        0.00000000
 4461          0.4461    0.11224483      -15.65743685      -15.54519202        277.99        0.00000000
 4462          0.4462    0.11527274      -15.65771064      -15.54243790        285.49        0.00000000
 4463          0.4463    0.11493825      -15.65805846      -15.54312021        284.66        0.00000000
 4464          0.4464    0.12164657      -15.65773757      -15.53609100        301.28        0.00000000
 4465          0.4465    0.12480693      -15.65772862      -15.53292169        309.11        0.00000000
 4466          0.4466    0.11339277      -15.65734880      -15.54395603        280.84        0.00000000
 4467          0.4467    0.14256291      -15.65745927      -15.51489636        353.08        0.00000000
 4468          0.4468    0.10403341      -15.65690427      -15.55287086        257.66        0.00000000
 4469          0.4469    0.12271885      -15.65722165      -15.53450280        303.93        0.00000000
 4470          0.4470    0.11153376      -15.65732546      -15.54579170        276.23        0.00000000
 4471          0.4471    0.11108131      -15.65695634      -15.54587503        275.11        0.00000000
 4472          0.4472    0.12987344      -15.65630098      -15.52642755        321.65        0.00000000
 4473          0.4473    0.12389748      -15.65619305      -15.53229556        306.85        0.00000000
 4474          0.4474    0.13158532      -15.65628967      -15.52470435        325.89        0.00000000
 4475          0.4475    0.13705619      -15.65627412      -15.51921793        339.44        0.00000000
 4476          0.4476    0.10217809      -15.65647055      -15.55429247        253.06        0.00000000
 4477          0.4477    0.13048986      -15.65645894      -15.52596908        323.18        0.00000000
 4478          0.4478    0.13740328      -15.65614525      -15.51874196        340.30        0.00000000
 4479          0.4479    0.13470649      -15.65652975      -15.52182326        333.62        0.00000000
 4480          0.4480    0.13742713      -15.65665865      -15.51923152        340.36        0.00000000
 4481          0.4481    0.11919278      -15.65719647      -15.53800370        295.20        0.00000000
 4482          0.4482    0.13094463      -15.65707856      -15.52613393        324.31        0.00000000
 4483          0.4483    0.11878609      -15.65676890      -15.53798280        294.19        0.00000000
 4484          0.4484    0.10814375      -15.65649053      -15.54834677        267.84        0.00000000
 4485          0.4485    0.12967925      -15.65726350      -15.52758425        321.17        0.00000000
 4486          0.4486    0.11902043      -15.65705088      -15.53803045        294.77        0.00000000
 4487          0.4487    0.11453023      -15.65685254      -15.54232231        283.65        0.00000000
 4488          0.4488    0.09707059      -15.65612173      -15.55905114        240.41        0.00000000
 4489          0.4489    0.13063664      -15.65693330      -15.52629666        323.54        0.00000000
 4490          0.4490    0.11181590      -15.65668664      -15.54487074        276.93        0.00000000
 4491          0.4491    0.11974061      -15.65629710      -15.53655649        296.56        0.00000000
 4492          0.4492    0.13355026      -15.65603541      -15.52248515        330.76        0.00000000
 4493          0.4493    0.13026381      -15.65657105      -15.52630724        322.62        0.00000000
 4494          0.4494    0.12430951      -15.65662322      -15.53231370        307.87        0.00000000
 4495          0.4495    0.12466591      -15.65654209      -15.53187618        308.76        0.00000000
 4496          0.4496    0.10415339      -15.65656300      -15.55240961        257.95        0.00000000
 4497          0.4497    0.10896648      -15.65643588      -15.54746940        269.87        0.00000000
 4498          0.4498    0.10351909      -15.65663124      -15.55311215        256.38        0.00000000
 4499          0.4499    0.10607264      -15.65614538      -15.55007274        262.71        0.00000000
 4500          0.4500    0.11810446      -15.65559189      -15.53748744        292.51        0.00000000
 4501          0.4501    0.12380138      -15.65520354      -15.53140217        306.61        0.00000000
 4502          0.4502    0.13549817      -15.65525504      -15.51975688        335.58        0.00000000
 4503          0.4503    0.13809314      -15.65566418      -15.51757104        342.01        0.00000000
 4504          0.4504    0.11668367      -15.65550158      -15.53881791        288.99        0.00000000
 4505          0.4505    0.10890778      -15.65565206      -15.54674428        269.73        0.00000000
 4506          0.4506    0.11671170      -15.65631530      -15.53960361        289.06        0.00000000
 4507          0.4507    0.12236167      -15.65590913      -15.53354745        303.05        0.00000000
 4508          0.4508    0.11059444      -15.65499259      -15.54439815        273.91        0.00000000
 4509          0.4509    0.14119463      -15.65462023      -15.51342560        349.69        0.00000000
 4510          0.4510    0.12561988      -15.65466750      -15.52904763        311.12        0.00000000
 4511          0.4511    0.12643896      -15.65492167      -15.52848271        313.15        0.00000000
 4512          0.4512    0.12349182      -15.65489249      -15.53140066        305.85        0.00000000
 4513          0.4513    0.13522492      -15.65468514      -15.51946022        334.91        0.00000000
 4514          0.4514    0.11285621      -15.65510096      -15.54224475        279.51        0.00000000
 4515          0.4515    0.10472493      -15.65491047      -15.55018555        259.37        0.00000000
 4516          0.4516    0.10572462      -15.65442301      -15.54869839        261.84        0.00000000
 4517          0.4517    0.11919205      -15.65447122      -15.53527917        295.20        0.00000000
 4518          0.4518    0.12355538      -15.65450924      -15.53095386        306.01        0.00000000
 4519          0.4519    0.12932089      -15.65449247      -15.52517158        320.28        0.00000000
 4520          0.4520    0.13891148      -15.65411044      -15.51519896        344.04        0.00000000
 4521          0.4521    0.11787362      -15.65365324      -15.53577962        291.93        0.00000000
